zpid,garageSpaces,parkingSpaces,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures
29355544,2,2,0,3,2,1,2,0,0,0
29355542,0,0,0,3,1,0,0,0,0,0
29353539,0,0,0,3,1,0,0,0,0,0
29350038,2,2,0,2,2,0,0,0,0,0
70330535,2,2,0,3,3,1,1,0,0,0
29356534,0,0,0,3,1,0,0,0,0,0
70330533,0,0,0,3,1,0,0,0,0,0
29350033,0,0,0,4,1,0,0,0,0,0
29355448,0,0,0,6,1,0,0,0,0,0
70330527,6,6,0,4,2,3,0,0,0,0
29350025,2,2,0,3,2,0,1,0,0,0
29349521,2,2,0,4,2,0,0,0,0,0
29356516,0,0,0,4,1,0,0,0,0,0
29353516,4,4,0,5,4,0,0,0,0,0
29358508,4,4,0,3,3,0,1,0,1,0
29356466,0,0,0,3,1,3,3,0,1,0
29358504,2,2,0,3,3,1,0,0,0,0
29355504,2,2,0,4,2,1,2,0,1,0
29356501,2,2,0,5,2,0,0,0,0,0
29426972,0,0,0,8,1,0,0,0,0,0
29422472,1,1,0,3,3,0,0,0,0,0
29434431,2,2,0,2,3,0,0,0,0,0
58303413,0,0,0,4,1,0,0,0,0,0
58304416,2,2,0,3,2,3,0,0,1,0
58303408,0,0,0,3,1,0,0,0,0,0
64438407,2,2,0,3,1,1,1,0,0,0
58302915,0,0,0,3,1,3,2,0,1,0
119617902,2,2,0,0,2,0,0,0,0,0
58303400,0,0,0,3,1,1,0,0,0,0
120895895,0,0,0,4,1,3,3,0,1,0
29434395,1,1,0,4,2,0,0,0,0,0
58303394,0,0,0,3,1,0,0,0,0,0
29436394,0,0,0,3,1,0,0,0,0,0
58302893,2,2,1,4,2,1,2,0,0,0
125090887,0,0,0,3,1,0,0,0,0,0
58304386,6,6,0,2,2,2,1,0,0,0
58304383,0,0,0,3,1,0,0,0,0,0
58303883,0,0,0,3,1,0,0,0,0,0
58303381,2,2,0,2,2,1,1,0,0,0
29434380,0,0,0,1,1,0,0,0,0,0
119618879,2,2,0,3,2,2,1,0,0,0
29434379,0,0,0,2,1,0,0,0,0,0
29434378,2,2,0,4,2,3,1,0,0,0
58303877,0,0,0,0,1,0,0,0,0,0
29436371,0,0,0,1,1,0,0,0,0,0
29434370,0,0,0,4,1,0,0,0,0,0
58303868,0,0,0,3,1,0,0,0,1,0
29434367,2,2,0,4,2,0,0,0,0,0
58302866,0,0,0,5,1,1,1,0,2,0
29434359,2,2,0,2,2,0,0,0,0,0
58304357,2,2,0,4,2,3,0,0,0,0
58304354,2,2,0,3,2,0,0,0,0,0
58303352,0,0,0,4,1,0,0,0,0,0
58304350,2,2,0,0,2,0,1,0,0,0
29427967,0,0,0,4,0,3,0,0,0,0
29434344,0,0,0,5,1,0,1,0,1,0
29425965,0,0,0,0,1,0,0,0,0,0
58304343,2,2,0,7,2,0,0,0,0,0
29427963,0,0,0,2,1,0,0,0,0,0
29434339,2,2,0,4,2,2,1,0,1,0
29425462,0,0,0,3,1,0,0,0,0,0
29434337,0,0,0,3,1,0,1,0,0,0
29434336,0,0,0,3,1,0,0,0,0,0
29422959,0,0,0,2,1,0,2,0,0,0
119621835,2,2,0,0,2,0,0,0,0,0
29427957,1,1,0,3,2,2,1,0,0,0
29429973,2,2,0,4,4,0,0,0,0,0
58304829,2,2,0,8,2,2,0,0,0,0
29432472,2,2,0,2,2,0,0,0,0,0
29422952,2,2,0,2,3,0,0,0,0,0
58303329,0,0,0,4,1,0,0,0,0,0
29424968,1,1,0,1,2,0,0,0,0,0
125089825,1,1,0,4,2,1,2,0,0,0
29424967,1,1,0,2,4,1,1,0,1,0
58304824,0,0,0,2,1,0,0,0,0,0
58304324,2,2,0,3,2,0,1,0,1,0
29429964,1,1,0,2,2,3,0,0,0,0
58303317,0,0,0,4,2,0,0,0,0,0
29426963,2,2,0,0,2,0,1,0,1,0
249890942,2,2,0,3,2,1,1,0,0,0
58303313,0,0,0,3,2,2,1,0,0,0
29424960,0,0,0,7,2,0,0,0,0,0
29427942,0,0,0,1,1,0,0,0,0,0
83819309,2,2,0,7,2,0,0,0,0,0
29431458,2,2,0,3,2,1,0,0,0,0
64682805,0,0,0,0,2,0,0,0,0,0
29428939,0,0,0,0,1,0,0,0,0,0
29429958,2,2,0,6,2,2,1,0,0,0
58304304,2,2,0,3,2,0,0,0,0,0
29422937,2,2,0,5,2,0,0,0,0,0
29432457,0,0,0,3,1,0,0,0,0,0
29423934,1,1,0,4,2,0,0,0,0,0
70330800,2,2,0,2,2,2,0,0,0,0
29422931,0,0,0,1,1,0,0,0,0,0
58303297,2,2,0,4,2,1,1,0,1,0
29431455,0,0,0,0,1,0,0,0,0,0
29427930,2,2,0,5,2,0,0,0,0,0
58304707,9,9,0,8,6,0,0,0,0,0
29429954,2,2,0,1,3,2,0,0,0,0
250997427,0,0,0,0,1,0,0,0,0,0
58304295,1,1,0,2,2,1,0,0,0,0
29432453,2,2,0,3,2,1,0,0,1,0
58303289,0,0,0,1,1,0,0,0,0,0
29422924,2,2,0,4,2,1,1,0,0,0
58303288,2,2,0,7,2,1,0,0,0,0
29421453,0,0,0,6,2,1,5,0,0,0
29431921,0,0,0,3,1,0,0,0,0,0
58304287,2,2,0,3,2,2,0,0,0,0
58304280,2,2,0,4,2,1,1,0,0,0
29425412,4,4,0,4,1,0,0,0,0,0
29429951,0,0,0,5,2,3,1,0,0,0
58303279,4,4,0,0,3,1,0,0,0,0
250997411,2,2,0,0,2,1,1,0,1,0
58303278,2,2,0,1,2,0,0,0,0,0
29430411,0,0,0,0,0,0,0,0,0,0
29425441,0,0,0,4,1,1,0,0,0,0
144290776,0,0,0,3,1,0,0,0,0,0
29427910,0,0,0,2,1,0,0,0,0,0
29421441,0,0,0,0,1,0,0,0,0,0
64559773,0,0,0,3,1,0,0,0,0,0
250997408,2,2,0,5,2,1,1,0,0,0
58303253,2,2,0,8,4,0,0,0,0,0
29429407,4,4,0,2,2,1,1,0,0,0
58304247,2,2,0,4,2,2,1,0,0,0
29424939,0,0,0,3,1,0,0,0,0,0
29431897,0,0,0,4,1,0,0,0,0,0
58303240,0,0,0,2,2,1,2,0,1,0
29431436,4,4,0,3,2,0,0,0,0,0
29425897,0,0,0,3,1,0,0,0,0,0
29424936,0,0,0,2,2,0,0,0,0,0
58304454,2,0,0,5,4,0,1,0,0,1
29429396,0,0,0,7,2,0,0,0,1,0
58304231,0,0,0,3,1,0,0,0,0,0
29427490,0,0,0,4,2,1,1,0,0,0
58303225,2,2,0,6,2,1,0,0,0,0
29427896,1,1,0,2,2,1,1,0,1,0
29426935,0,0,0,5,1,2,0,0,1,0
58303222,0,0,0,5,1,0,0,0,0,0
29429395,0,0,0,1,1,0,0,0,0,0
29424934,1,1,0,2,2,1,1,0,0,0
58304218,0,0,0,4,1,0,0,0,0,0
29429393,0,0,0,3,2,0,0,0,0,0
120896212,2,2,0,3,3,1,1,0,0,0
29432429,0,0,0,3,1,2,2,0,0,0
29425890,0,0,0,2,0,1,0,0,0,0
29425387,0,0,0,1,1,1,0,0,0,0
29426927,0,0,0,4,1,0,0,0,0,0
58304208,0,0,0,1,1,0,0,0,0,0
29427982,4,4,0,1,3,0,0,0,0,0
29423979,2,2,0,3,2,1,1,0,0,0
29422970,0,0,0,2,1,0,0,0,0,0
29425885,0,0,0,0,1,0,0,0,0,0
29431884,2,2,0,3,2,1,1,0,0,0
29429379,2,2,0,7,2,2,0,0,0,0
29425879,4,4,0,3,2,0,0,0,0,0
29431878,0,0,0,3,1,0,0,0,0,0
29429375,4,4,1,2,2,4,2,0,0,0
29429373,0,0,0,0,1,0,0,0,0,0
29429366,2,2,0,0,2,0,0,0,0,0
29431864,2,2,0,5,2,0,0,0,0,0
29431863,0,0,0,4,1,0,0,0,0,0
29438704,0,0,0,2,1,0,0,0,0,0
58303196,2,2,0,2,2,0,0,0,0,0
29429362,0,0,0,6,1,0,0,0,0,0
58303195,0,0,0,1,1,1,0,0,0,0
29427857,1,1,0,5,2,1,0,0,1,0
29438691,2,2,0,5,2,0,0,0,0,0
29427847,0,0,0,4,1,0,0,0,0,0
29433177,0,0,0,4,1,0,1,0,0,0
29438672,2,2,0,2,2,0,0,0,0,0
29430343,0,0,0,3,0,0,0,0,0,0
29437672,0,0,0,4,1,0,0,0,0,0
29438669,4,4,0,3,2,4,1,0,0,0
29425834,2,2,0,4,2,0,0,0,0,0
29431831,0,0,0,2,1,0,0,0,0,0
58303164,0,0,0,4,1,0,0,0,0,0
29431829,0,0,0,2,1,1,1,0,0,0
29437662,0,0,0,4,1,0,0,0,0,0
29425825,0,0,0,6,1,0,0,0,0,0
29437658,2,2,0,6,2,0,0,0,0,0
29438654,5,5,0,1,2,2,1,0,0,0
58302318,3,3,0,3,3,0,0,0,0,0
29431818,0,0,0,4,1,0,0,0,0,0
58304651,0,0,0,6,1,1,0,0,0,0
58304645,2,2,0,7,2,3,3,0,0,0
29429315,6,6,1,3,2,2,2,0,0,0
58302314,0,0,0,4,1,1,1,0,0,0
58304641,5,5,0,5,3,0,0,0,0,0
58302313,0,0,0,2,1,0,0,0,0,0
58303138,0,0,0,4,1,0,0,0,0,0
29425812,2,2,0,0,2,1,0,0,0,0
29427810,1,1,0,5,2,0,0,0,1,0
29437637,0,0,0,2,1,0,0,0,0,0
29424310,0,0,0,4,2,0,0,0,0,0
119617135,3,3,0,7,3,0,0,0,0,1
29437634,2,2,0,2,2,2,2,0,0,0
29429309,2,2,0,5,2,0,0,0,0,0
29424307,2,2,0,4,4,0,0,0,0,0
29435133,2,2,0,3,2,1,1,0,0,0
29431801,0,0,0,7,1,4,1,0,1,0
58304631,2,2,0,1,2,4,1,0,0,0
29425800,1,1,0,2,2,0,0,0,0,0
29437626,0,0,0,4,1,0,0,0,0,0
58304615,0,0,0,4,1,0,0,0,0,0
29431797,0,0,0,4,1,0,1,0,1,0
120897109,0,0,0,3,1,0,0,0,1,0
58304608,0,0,0,4,1,2,0,0,1,0
29429296,0,0,0,2,1,0,0,0,0,0
58302605,0,0,0,1,1,0,1,0,0,0
29425792,2,2,0,3,2,1,1,0,0,0
58304604,0,0,0,4,1,0,0,0,0,0
58303102,0,0,0,1,1,0,0,0,0,0
29425787,0,0,0,4,1,2,0,0,0,0
58302601,4,4,0,4,3,0,0,0,0,0
58304599,3,3,0,3,3,0,0,0,0,0
29427784,0,0,0,2,1,1,2,0,1,0
29428484,0,0,0,3,1,0,0,0,0,0
29425784,0,0,0,4,1,0,0,0,0,0
58304590,0,0,0,5,1,1,0,0,0,0
29427781,0,0,0,4,1,0,0,0,0,0
29429978,0,0,0,2,1,1,0,0,0,0
58302586,0,0,0,4,1,2,1,0,0,0
58302280,2,2,0,2,2,0,0,0,0,0
29424901,2,2,0,1,3,2,1,0,0,0
29437586,0,0,0,4,1,2,1,0,0,0
29429277,0,0,0,3,1,0,0,0,0,0
58304582,0,0,0,1,1,0,0,0,0,0
58302276,2,2,0,8,2,0,2,0,0,0
29436582,2,2,0,1,2,0,0,0,0,0
29436581,2,2,0,7,3,2,1,0,2,0
29427425,0,0,0,8,1,0,0,0,0,0
29429921,0,0,0,3,1,0,0,0,0,0
58304284,0,0,0,3,1,0,0,0,0,0
29429920,0,0,0,4,1,0,0,0,0,0
29436573,0,0,0,0,1,0,0,0,0,0
29427772,0,0,0,0,1,0,0,0,0,0
29424920,2,2,0,2,2,2,1,0,0,0
251029571,2,2,0,5,2,0,1,0,0,0
29429919,0,0,0,2,3,0,0,0,0,0
58303071,0,0,0,1,1,0,0,0,0,0
29429271,4,4,0,6,2,2,2,0,0,0
29424917,2,2,0,3,2,1,2,0,1,0
29436570,0,0,0,0,1,0,0,0,0,0
29425770,2,2,0,4,2,1,1,0,0,0
29432416,3,3,0,5,2,3,0,0,0,0
58302568,0,0,0,3,0,0,0,0,0,0
29429267,2,2,0,6,2,1,0,0,0,0
29423914,1,1,0,1,3,1,1,0,0,0
58304565,0,0,0,3,1,2,1,0,0,0
29425764,0,0,0,3,1,0,0,0,0,0
29437565,2,2,0,3,2,2,1,0,1,0
29431752,0,0,0,0,1,0,0,0,0,0
29432412,2,2,0,0,2,0,0,0,0,0
29431412,0,0,0,7,1,0,0,0,0,0
119621055,0,0,0,1,1,0,0,0,0,0
29431751,2,2,0,3,2,0,0,0,0,0
29429910,2,2,0,4,2,3,1,0,0,0
29436554,2,2,0,7,2,1,1,0,0,0
29427674,0,0,0,0,0,0,0,0,0,0
29425750,0,0,0,2,0,0,0,0,0,0
2100773550,2,2,0,3,2,0,0,0,0,0
29421408,1,1,0,5,2,2,0,0,1,0
29425747,2,2,0,2,2,1,0,0,0,0
29422407,0,0,0,1,2,1,0,0,0,0
58303050,4,4,0,3,3,0,0,0,0,0
121657906,0,0,0,4,1,0,0,0,0,0
29423996,0,0,0,2,1,0,1,0,0,0
29427406,4,4,0,5,2,2,2,0,0,0
29422406,2,2,0,2,2,0,0,0,0,0
120899544,0,0,0,0,1,0,0,0,0,0
58303043,0,0,0,1,2,0,1,0,2,0
29422405,0,0,0,2,1,0,1,0,0,0
29431735,0,0,0,2,1,0,0,0,0,0
29435043,0,0,0,8,1,1,2,0,1,0
29431731,1,1,0,7,2,0,0,0,0,0
29423904,1,1,0,1,2,3,0,0,0,0
58304539,0,0,0,2,1,0,0,0,0,0
29430230,0,0,0,1,0,0,0,0,0,0
29431403,4,4,0,2,2,1,0,0,0,0
29435039,0,0,0,4,1,0,0,0,0,0
29431555,2,2,0,4,2,3,2,0,0,0
29433226,0,0,0,2,1,3,0,0,0,0
58304536,4,4,0,5,2,1,0,0,0,0
29421402,2,2,0,3,2,0,0,0,0,0
29422401,0,0,0,2,1,0,0,0,0,0
58303034,1,1,0,2,2,0,0,0,0,0
29428899,1,1,0,3,2,0,1,0,0,0
29435032,0,0,0,4,1,1,2,0,2,0
29429224,2,2,0,2,2,0,0,0,0,0
29432398,6,6,0,2,3,1,1,0,1,0
29435031,4,4,0,6,4,0,0,0,0,0
29421398,2,2,0,8,2,0,0,0,0,0
58302529,4,4,0,3,3,2,0,0,0,0
29431396,2,2,0,3,2,1,1,0,1,0
241930219,0,0,0,4,1,1,1,0,0,0
29424894,4,4,0,6,4,0,0,0,0,0
58304525,2,2,0,3,2,2,2,0,1,0
29421718,2,2,0,2,2,0,0,0,0,0
29421392,0,0,0,3,0,0,0,0,0,0
58302525,2,2,0,4,2,1,1,0,0,0
29429891,0,0,0,2,1,0,0,0,0,0
58304522,2,2,0,4,2,1,0,0,0,0
144285889,2,2,0,5,2,0,1,0,1,0
29421712,0,0,0,7,1,1,0,0,1,0
29427389,0,0,0,4,1,1,0,0,0,0
29428994,2,2,0,1,2,0,0,0,0,0
29424889,2,2,0,3,2,1,0,0,0,0
29431488,1,1,0,4,2,2,2,0,0,0
29429210,0,0,0,1,1,0,0,0,0,0
29427386,0,0,0,2,1,0,0,0,0,0
58304432,0,0,0,2,1,0,0,0,0,0
29421706,2,2,0,2,2,1,1,0,1,0
29424205,0,0,0,4,2,0,0,0,0,0
58302704,0,0,0,4,1,0,0,0,0,0
58302703,0,0,0,3,1,0,0,0,0,0
58302702,0,0,0,3,1,0,0,0,0,0
29429195,0,0,0,2,1,0,0,0,1,0
119626515,2,2,0,4,2,2,1,0,0,0
29426777,2,0,0,8,4,3,2,0,0,5
29421695,0,0,0,3,1,0,0,0,0,0
58302511,1,1,0,4,3,0,0,0,0,0
29423488,0,0,0,1,2,0,0,0,0,0
29433193,2,2,0,3,2,0,0,0,0,0
58304510,2,2,0,4,2,2,1,0,1,0
58302688,2,2,0,8,2,0,0,0,0,0
29424883,0,0,0,2,1,0,3,0,0,0
58303005,0,0,0,4,1,0,0,0,0,0
29429186,2,2,0,2,2,2,1,0,0,0
29426992,0,0,0,0,2,0,0,0,0,0
58304504,0,0,0,2,1,0,0,0,0,0
29424882,0,0,0,3,1,0,0,0,0,0
29425683,0,0,0,0,1,0,0,0,0,0
29430173,0,0,0,1,0,0,0,0,0,0
29429877,2,2,0,6,2,1,0,0,0,0
29426924,2,2,0,5,2,3,2,0,0,0
29430170,1,1,0,5,2,0,0,0,0,0
29427377,2,2,0,4,2,2,1,0,0,0
29424877,0,0,0,5,0,1,2,0,0,0
29421375,1,1,0,7,2,0,0,0,1,0
29430169,0,0,0,2,1,0,0,0,0,0
29425374,0,0,0,1,0,0,0,0,0,0
29429168,2,2,0,5,2,2,1,0,0,0
29426873,2,2,0,5,2,2,2,0,1,0
29425665,0,0,0,3,1,0,1,0,0,0
29427372,2,2,0,1,2,2,1,0,0,1
29429162,0,0,0,1,1,0,0,0,0,0
29427371,0,0,0,4,1,0,0,0,0,0
29427162,0,0,0,3,1,0,0,0,0,0
29425371,0,0,0,2,0,0,0,0,0,0
29431655,2,2,0,3,3,0,1,0,0,0
29424871,1,1,0,3,2,1,0,0,0,0
29429155,0,0,0,2,2,0,0,0,0,0
29424870,0,0,0,3,1,1,0,0,0,0
29424155,0,0,0,2,1,1,2,0,2,0
2132020369,2,2,0,8,2,0,0,0,0,0
29431369,2,2,0,2,2,2,0,0,0,0
29431368,0,0,0,3,1,0,0,0,0,0
29424150,0,0,0,3,1,0,0,0,0,0
2091380148,0,0,0,4,1,0,0,0,0,0
29423367,1,1,0,3,2,1,0,0,0,0
29425646,2,2,0,5,2,0,0,0,0,0
29423866,0,0,0,0,1,0,0,0,0,0
29426865,0,0,0,3,1,0,0,0,0,0
29425642,0,0,0,2,1,1,1,0,0,0
29424140,0,0,0,1,1,0,0,0,0,0
29428864,0,0,0,4,2,0,0,0,0,0
29427138,0,0,0,2,2,2,0,0,0,0
29428863,1,1,0,3,2,1,0,0,2,0
29428862,1,1,0,4,2,0,0,0,0,0
29429132,0,0,0,3,1,2,0,0,0,0
29425483,3,3,0,3,2,1,0,0,0,0
29428859,1,1,0,2,2,1,1,0,0,0
29429126,1,1,0,4,3,2,2,0,0,0
29429858,0,0,0,4,1,0,0,0,0,0
29425625,2,2,0,1,2,0,0,0,0,0
29427358,8,8,0,0,3,0,0,0,0,0
29425624,2,2,0,4,3,2,0,0,0,0
29429857,2,2,0,3,2,0,0,0,1,0
29429114,0,0,0,4,1,0,0,0,0,0
29423356,0,0,0,3,1,0,0,0,0,0
29431355,0,0,0,2,1,1,0,0,0,0
29429093,2,2,0,1,2,0,0,0,0,0
29423855,10,10,0,0,3,1,3,0,0,0
29427093,0,0,0,3,1,0,0,0,0,0
29423354,1,1,0,5,2,2,1,0,0,0
29427088,2,2,0,4,3,0,1,0,0,0
29429853,0,0,0,2,1,1,0,0,0,0
29427487,2,2,0,3,2,1,0,0,0,0
29425352,2,2,0,3,2,1,0,0,0,0
29425583,0,0,0,3,1,0,0,0,0,0
29427080,0,0,0,3,1,1,0,0,0,0
29427076,2,2,0,5,3,0,0,0,0,0
29427075,0,0,0,2,1,0,0,0,0,0
2084986572,0,0,0,0,0,0,0,0,0,0
29427072,2,2,0,7,2,0,0,0,0,0
29425572,2,2,0,1,2,2,0,0,2,0
29423352,2,2,0,5,3,1,0,0,0,0
29424065,0,0,0,0,1,0,0,0,0,0
29421352,4,4,0,1,4,0,0,0,0,0
29429851,1,1,0,3,3,0,0,0,0,0
29427064,0,0,0,1,1,2,1,0,1,0
29428850,0,0,0,3,1,0,0,0,0,0
29422475,0,0,0,7,1,3,2,0,1,0
29431344,0,0,0,5,1,0,0,0,0,0
29427062,4,4,0,5,2,2,1,0,0,0
29424059,0,0,0,1,2,0,0,0,0,0
29429843,0,0,0,3,1,0,0,0,0,0
29425343,2,2,0,6,2,0,0,0,0,0
29429057,0,0,0,1,0,0,0,0,0,0
58302554,0,0,0,4,1,1,0,0,0,0
29429842,0,0,0,4,1,0,0,0,0,0
29423840,0,0,0,1,2,0,0,0,0,0
29431337,0,0,0,2,1,0,0,0,0,0
29427044,0,0,0,2,2,0,0,0,0,0
29427337,2,2,0,4,2,1,1,0,0,0
29423836,1,1,0,6,2,3,1,0,0,0
29425543,2,2,0,4,2,2,0,0,0,0
29427042,4,4,0,8,3,0,0,0,0,0
29423333,0,0,0,0,1,0,0,0,0,0
29429832,0,0,0,0,0,0,0,0,0,0
29427041,2,2,0,4,2,1,1,0,0,0
29422332,1,1,0,2,2,0,1,0,0,0
29425538,2,2,0,3,2,1,1,0,0,0
58302536,0,0,0,3,1,0,0,0,0,0
29423330,0,0,0,4,1,0,1,0,1,0
29427034,0,0,0,0,2,0,0,0,0,0
29431327,2,2,0,2,2,1,1,0,0,0
29427032,0,0,0,0,2,0,0,0,0,0
29423325,1,1,0,1,2,0,0,0,0,0
29425530,0,0,0,3,1,0,0,0,0,0
29432324,2,2,0,4,2,1,0,0,0,0
29425529,0,0,0,3,1,0,0,0,0,0
29427322,10,10,0,3,3,0,0,0,0,0
29425526,0,0,0,5,1,0,0,0,0,0
29431321,2,2,0,4,2,0,0,0,0,0
29425321,0,0,0,3,1,0,0,0,0,0
58302694,0,0,0,7,1,1,0,0,0,0
29423321,0,0,0,4,1,0,0,0,0,0
29425520,4,4,1,3,2,1,1,0,0,0
29428819,0,0,0,3,1,0,0,0,0,0
29425517,0,0,0,2,1,0,0,0,0,0
29420819,0,0,0,0,0,0,0,0,0,0
29425317,2,2,0,4,2,2,1,0,0,0
29428814,2,2,0,4,2,0,0,0,1,0
29428813,0,0,0,3,1,0,0,0,0,0
29431312,0,0,0,3,1,0,0,0,0,0
29431311,2,2,0,5,2,1,3,0,1,0
29423811,0,0,0,5,1,1,0,0,0,0
29420811,4,4,0,4,2,0,0,0,0,0
29432300,0,0,0,3,1,1,1,0,1,0
29432299,2,2,0,2,2,0,1,0,0,0
29431299,0,0,0,0,3,0,0,0,0,0
29428799,0,0,0,4,1,0,0,0,0,0
120896795,2,2,0,5,2,2,1,0,0,0
29428794,0,0,0,2,1,0,0,0,0,0
29426792,0,0,0,6,1,0,0,0,0,0
29426781,2,2,0,1,2,1,0,0,0,0
29425279,0,0,0,2,1,0,0,0,0,0
29426778,2,2,0,5,2,0,0,0,0,0
29423771,2,2,0,4,2,0,0,0,0,0
29428765,2,2,0,2,2,1,1,0,1,0
29422763,1,1,0,3,4,0,0,0,0,0
29425256,2,2,0,6,2,3,1,0,0,0
29431255,2,2,0,3,2,2,1,0,1,0
29431251,2,2,0,4,2,2,4,0,0,0
29428748,0,0,0,6,2,0,0,0,0,0
29422748,0,0,0,4,0,0,0,0,0,0
58302242,0,0,0,4,1,0,0,0,0,0
29431240,2,2,0,4,2,3,2,0,2,0
29422739,0,0,0,4,1,0,0,0,0,0
29431237,0,0,0,3,1,0,0,0,0,0
29431235,2,2,0,3,2,0,1,0,0,0
29420734,1,1,0,6,2,1,0,0,1,0
29420733,2,2,0,4,3,0,0,0,0,0
29431232,2,2,0,5,2,3,1,0,0,0
29420727,4,4,0,6,3,3,1,0,1,0
29432224,2,2,0,8,2,0,0,0,0,0
29420721,1,1,0,6,2,0,0,0,0,0
29432219,4,4,0,5,2,0,0,0,0,0
29423718,0,0,0,1,1,0,0,0,0,0
29432217,2,2,0,3,2,0,0,0,0,0
29425216,6,6,0,8,3,0,0,0,0,0
29432215,2,2,4,7,2,2,2,0,0,0
29425215,2,2,0,5,2,1,1,0,0,0
29429911,4,4,0,6,3,0,0,0,0,0
29432212,0,0,0,4,1,0,0,0,0,0
29425210,0,0,0,1,0,0,1,0,0,0
29431209,0,0,0,1,1,0,0,0,0,0
29422708,0,0,0,2,1,1,1,0,0,0
29428703,2,2,0,3,2,0,0,0,0,0
29422692,2,2,0,3,2,0,1,0,0,0
29425183,1,1,0,3,3,1,0,0,0,0
29427682,2,2,0,3,2,0,0,0,0,0
29422679,0,0,0,5,1,0,0,0,0,0
29423390,0,0,0,4,0,1,0,0,0,0
29422678,4,4,0,3,1,1,0,0,0,0
29428676,0,0,0,5,1,0,0,0,0,0
29431175,2,2,0,3,2,2,1,0,1,0
29428670,2,2,0,2,2,0,0,0,0,0
29420667,0,0,0,4,2,0,0,0,0,0
29425165,2,2,0,5,2,1,2,0,0,0
29420664,1,1,0,3,2,0,0,0,0,0
29432161,2,2,0,3,2,0,0,0,0,0
29420661,1,1,0,7,2,0,0,0,0,0
29427486,2,2,0,4,2,0,1,0,0,0
29427660,2,2,0,3,2,2,0,0,0,0
29432158,0,0,0,4,1,2,1,0,2,0
29422658,0,0,0,3,1,0,0,0,0,0
29431156,2,2,0,3,2,1,0,0,0,0
29432153,2,2,0,7,2,0,0,0,0,0
29422652,0,0,0,4,1,0,0,0,0,0
29426650,0,0,0,3,2,0,0,0,0,0
29422648,2,2,0,8,2,0,0,0,0,1
29431147,2,2,0,6,2,1,0,0,0,0
29425147,0,0,0,0,1,0,0,0,0,0
29423645,2,2,0,2,2,2,2,0,0,0
29425141,0,0,0,2,1,0,0,0,0,0
29423639,3,3,0,2,2,0,1,0,1,0
29427638,0,0,0,0,1,0,0,0,0,0
29423638,0,0,0,4,1,0,0,0,0,0
29422638,2,2,0,8,2,1,1,0,0,0
29428637,2,2,0,2,4,0,0,0,0,0
29422634,2,2,0,4,2,1,0,0,0,0
29420632,2,2,0,7,3,3,2,0,1,0
29423630,2,2,0,4,3,2,0,0,0,0
29420629,1,1,1,1,2,0,0,0,1,0
29423627,0,0,0,1,1,0,0,0,0,0
29427626,0,0,0,2,1,0,0,0,0,0
29420623,1,1,0,1,2,0,0,0,0,0
29427620,2,2,0,5,2,0,0,0,0,0
29425118,0,0,0,2,1,0,0,0,0,0
29423615,0,0,0,2,0,0,0,0,0,0
29430114,0,0,0,4,1,1,0,0,0,0
29425113,1,1,0,4,2,0,0,0,0,0
29420612,0,0,0,5,1,0,1,0,0,0
29430107,0,0,0,2,1,0,0,0,0,0
29431485,0,0,0,4,1,1,2,0,0,0
29426606,0,0,0,5,1,4,0,0,2,0
29425105,0,0,0,0,1,0,0,0,0,0
29422604,1,1,0,1,2,2,2,0,0,0
29430103,0,0,0,4,1,0,0,0,0,0
29427602,2,2,0,5,2,1,3,0,0,0
29423601,0,0,0,4,0,0,0,0,0,0
29431099,6,6,0,2,2,0,0,0,0,0
29431097,0,0,0,4,1,1,0,0,0,0
29422597,2,2,0,1,2,2,0,0,0,0
29423596,1,1,0,4,2,0,0,0,0,0
29420595,2,2,0,7,3,0,0,0,0,0
29430092,0,0,0,2,1,2,0,0,3,0
29425092,1,1,0,3,2,0,0,0,0,0
29425091,0,0,0,3,1,0,0,0,0,0
29427582,2,2,0,2,2,0,1,0,1,0
29431077,2,2,0,2,2,1,1,0,0,0
29430075,0,0,0,5,1,2,0,0,0,0
29428573,0,0,0,3,1,0,0,0,0,0
29426573,0,0,0,0,1,0,0,0,0,0
29423573,0,0,0,2,1,0,0,0,0,0
29425071,6,6,0,8,2,0,0,0,0,0
29421571,0,0,0,2,0,0,0,0,0,0
29421569,0,0,0,0,1,0,0,0,0,0
29430067,0,0,0,7,1,0,0,0,0,0
29423562,0,0,0,3,2,0,0,0,0,0
29431058,2,2,0,3,2,0,0,0,0,0
29430055,0,0,0,4,1,0,0,0,0,0
29432554,0,0,0,0,1,0,0,0,0,0
29431054,2,2,0,5,2,1,1,0,0,0
29425053,1,1,0,4,2,1,0,0,0,0
29430052,0,0,0,3,1,0,0,0,0,0
29430051,0,0,0,4,1,0,0,0,0,0
29425050,2,2,0,4,3,0,1,0,0,0
29427549,0,0,0,3,1,0,0,0,0,0
29431548,2,2,0,6,3,2,1,0,1,0
29430047,4,4,0,7,3,0,0,0,0,0
29425046,0,0,0,0,1,0,0,0,0,0
29430045,2,2,0,5,2,1,1,0,1,0
29425043,0,0,0,0,1,0,0,0,0,0
29423542,1,1,0,3,2,1,1,0,0,0
29431540,0,0,0,2,1,1,0,0,0,0
